sample_idx,file_idx,frame_idx,file_name,minio_path
72125,72,125,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072125
72130,72,130,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072130
72135,72,135,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072135
72140,72,140,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072140
72145,72,145,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072145
72150,72,150,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072150
72153,72,153,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072153
72155,72,155,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072155
72158,72,158,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072158
72160,72,160,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072160
72163,72,163,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072163
72165,72,165,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072165
72168,72,168,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072168
72170,72,170,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072170
72173,72,173,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072173
72178,72,178,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072178
72183,72,183,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072183
72188,72,188,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072188
72193,72,193,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072193
72198,72,198,segment-11454085070345530663_1905_000_1925_000_with_camera_labels.tfrecord,training/semseg/0072198
73024,73,24,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073024
73029,73,29,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073029
73034,73,34,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073034
73039,73,39,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073039
73044,73,44,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073044
73049,73,49,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073049
73054,73,54,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073054
73059,73,59,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073059
73064,73,64,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073064
73069,73,69,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073069
73074,73,74,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073074
73079,73,79,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073079
73084,73,84,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073084
73089,73,89,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073089
73094,73,94,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073094
73099,73,99,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073099
73104,73,104,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073104
73109,73,109,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073109
73114,73,114,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073114
73119,73,119,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073119
73124,73,124,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073124
73129,73,129,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073129
73134,73,134,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073134
73139,73,139,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073139
73144,73,144,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073144
73149,73,149,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073149
73154,73,154,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073154
73159,73,159,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073159
73164,73,164,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073164
73169,73,169,segment-1146261869236413282_1680_000_1700_000_with_camera_labels.tfrecord,training/semseg/0073169
74025,74,25,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074025
74030,74,30,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074030
74035,74,35,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074035
74040,74,40,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074040
74045,74,45,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074045
74050,74,50,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074050
74055,74,55,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074055
74060,74,60,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074060
74065,74,65,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074065
74070,74,70,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074070
74075,74,75,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074075
74080,74,80,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074080
74085,74,85,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074085
74090,74,90,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074090
74095,74,95,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074095
74100,74,100,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074100
74105,74,105,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074105
74110,74,110,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074110
74115,74,115,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074115
74120,74,120,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074120
74125,74,125,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074125
74130,74,130,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074130
74135,74,135,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074135
74140,74,140,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074140
74145,74,145,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074145
74150,74,150,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074150
74155,74,155,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074155
74160,74,160,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074160
74165,74,165,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074165
74170,74,170,segment-11486225968269855324_92_000_112_000_with_camera_labels.tfrecord,training/semseg/0074170
75024,75,24,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075024
75029,75,29,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075029
75034,75,34,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075034
75039,75,39,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075039
75044,75,44,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075044
75049,75,49,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075049
75054,75,54,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075054
75059,75,59,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075059
75064,75,64,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075064
75069,75,69,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075069
75074,75,74,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075074
75079,75,79,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075079
75084,75,84,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075084
75089,75,89,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075089
75094,75,94,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075094
75099,75,99,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075099
75104,75,104,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075104
75109,75,109,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075109
75114,75,114,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075114
75119,75,119,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075119
75125,75,125,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075125
75130,75,130,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075130
75135,75,135,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075135
75140,75,140,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075140
75145,75,145,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075145
75150,75,150,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075150
75155,75,155,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075155
75160,75,160,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075160
75165,75,165,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075165
75170,75,170,segment-11489533038039664633_4820_000_4840_000_with_camera_labels.tfrecord,training/semseg/0075170
76024,76,24,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076024
76029,76,29,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076029
76034,76,34,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076034
76039,76,39,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076039
76044,76,44,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076044
76049,76,49,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076049
76054,76,54,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076054
76059,76,59,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076059
76064,76,64,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076064
76069,76,69,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076069
76074,76,74,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076074
76079,76,79,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076079
76084,76,84,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076084
76089,76,89,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076089
76094,76,94,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076094
76099,76,99,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076099
76104,76,104,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076104
76109,76,109,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076109
76114,76,114,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076114
76119,76,119,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076119
76124,76,124,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076124
76129,76,129,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076129
76134,76,134,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076134
76139,76,139,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076139
76144,76,144,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076144
76149,76,149,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076149
76154,76,154,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076154
76159,76,159,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076159
76164,76,164,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076164
76169,76,169,segment-11566385337103696871_5740_000_5760_000_with_camera_labels.tfrecord,training/semseg/0076169
77024,77,24,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077024
77029,77,29,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077029
77034,77,34,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077034
77039,77,39,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077039
77044,77,44,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077044
77049,77,49,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077049
77054,77,54,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077054
77059,77,59,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077059
77064,77,64,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077064
77069,77,69,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077069
77075,77,75,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077075
77080,77,80,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077080
77085,77,85,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077085
77090,77,90,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077090
77095,77,95,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077095
77100,77,100,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077100
77105,77,105,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077105
77110,77,110,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077110
77115,77,115,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077115
77120,77,120,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077120
77124,77,124,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077124
77129,77,129,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077129
77134,77,134,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077134
77139,77,139,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077139
77144,77,144,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077144
77149,77,149,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077149
77154,77,154,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077154
77159,77,159,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077159
77164,77,164,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077164
77169,77,169,segment-11588853832866011756_2184_462_2204_462_with_camera_labels.tfrecord,training/semseg/0077169
78015,78,15,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078015
78020,78,20,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078020
78025,78,25,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078025
78030,78,30,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078030
78035,78,35,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078035
78040,78,40,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078040
78045,78,45,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078045
78050,78,50,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078050
78055,78,55,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078055
78060,78,60,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078060
78075,78,75,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078075
78080,78,80,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078080
78085,78,85,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078085
78090,78,90,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078090
78095,78,95,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078095
78100,78,100,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078100
78105,78,105,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078105
78110,78,110,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078110
78115,78,115,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078115
78120,78,120,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078120
78125,78,125,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078125
78130,78,130,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078130
78135,78,135,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078135
78140,78,140,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078140
78145,78,145,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078145
78150,78,150,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078150
78155,78,155,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078155
78160,78,160,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078160
78165,78,165,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078165
78170,78,170,segment-11623618970700582562_2840_367_2860_367_with_camera_labels.tfrecord,training/semseg/0078170
79025,79,25,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079025
79030,79,30,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079030
79035,79,35,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079035
79040,79,40,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079040
79045,79,45,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079045
79050,79,50,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079050
79055,79,55,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079055
79060,79,60,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079060
79065,79,65,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079065
79070,79,70,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079070
79075,79,75,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079075
79080,79,80,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079080
79085,79,85,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079085
79090,79,90,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079090
79095,79,95,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079095
79100,79,100,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079100
79105,79,105,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079105
79110,79,110,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079110
79115,79,115,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079115
79120,79,120,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079120
79125,79,125,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079125
79130,79,130,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079130
79135,79,135,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079135
79140,79,140,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079140
79145,79,145,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079145
79150,79,150,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079150
79155,79,155,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079155
79160,79,160,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079160
79165,79,165,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079165
79170,79,170,segment-11674150664140226235_680_000_700_000_with_camera_labels.tfrecord,training/semseg/0079170
80024,80,24,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080024
80029,80,29,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080029
80034,80,34,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080034
80039,80,39,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080039
80044,80,44,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080044
80049,80,49,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080049
80054,80,54,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080054
80059,80,59,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080059
80064,80,64,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080064
80069,80,69,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080069
80074,80,74,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080074
80079,80,79,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080079
80084,80,84,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080084
80089,80,89,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080089
80094,80,94,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080094
80099,80,99,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080099
80104,80,104,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080104
80109,80,109,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080109
80114,80,114,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080114
80119,80,119,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080119
80124,80,124,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080124
80129,80,129,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080129
80134,80,134,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080134
80139,80,139,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080139
80144,80,144,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080144
80149,80,149,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080149
80154,80,154,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080154
80159,80,159,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080159
80164,80,164,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080164
80169,80,169,segment-11718898130355901268_2300_000_2320_000_with_camera_labels.tfrecord,training/semseg/0080169
81024,81,24,segment-1172406780360799916_1660_000_1680_000_with_camera_labels.tfrecord,training/semseg/0081024
81029,81,29,segment-1172406780360799916_1660_000_1680_000_with_camera_labels.tfrecord,training/semseg/0081029
81034,81,34,segment-1172406780360799916_1660_000_1680_000_with_camera_labels.tfrecord,training/semseg/0081034
81039,81,39,segment-1172406780360799916_1660_000_1680_000_with_camera_labels.tfrecord,training/semseg/0081039
81044,81,44,segment-1172406780360799916_1660_000_1680_000_with_camera_labels.tfrecord,training/semseg/0081044
81049,81,49,segment-1172406780360799916_1660_000_1680_000_with_camera_labels.tfrecord,training/semseg/0081049
81054,81,54,segment-1172406780360799916_1660_000_1680_000_with_camera_labels.tfrecord,training/semseg/0081054
81059,81,59,segment-1172406780360799916_1660_000_1680_000_with_camera_labels.tfrecord,training/semseg/0081059
81064,81,64,segment-1172406780360799916_1660_000_1680_000_with_camera_labels.tfrecord,training/semseg/0081064
81069,81,69,segment-1172406780360799916_1660_000_1680_000_with_camera_labels.tfrecord,training/semseg/0081069
81074,81,74,segment-1172406780360799916_1660_000_1680_000_with_camera_labels.tfrecord,training/semseg/0081074
